top_type,top_color,top_usage,top_season,bottom_type,bottom_color,bottom_usage,bottom_season,shoe_type,shoe_color,shoe_usage,shoe_season
Shirts,White,Formal,Summer,Trousers,Charcoal,Formal,Fall,Sports Shoes,Black,Sports,Summer
Tshirts,Green,Casual,Fall,Shorts,Navy Blue,Casual,Summer,Casual Shoes,Black,Casual,Fall
Tshirts,Charcoal,Casual,Summer,Shorts,Navy Blue,Sports,Fall,Casual Shoes,Black,Casual,Winter
Jackets,Blue,Sports,Fall,Trousers,Grey,Casual,Fall,Casual Shoes,Navy Blue,Casual,Summer
Shirts,White,Formal,Summer,Shorts,Black,Casual,Fall,Casual Shoes,Black,Casual,Summer
Tshirts,Grey,Sports,Summer,Trousers,Green,Casual,Fall,Casual Shoes,White,Casual,Summer
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Fall,Casual Shoes,Black,Casual,Summer
Tshirts,Grey,Casual,Summer,Shorts,Navy Blue,Casual,Summer,Casual Shoes,Navy Blue,Casual,Summer
Tshirts,Grey,Casual,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Summer
Shirts,Green,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Red,Casual,Winter
Tshirts,Purple,Casual,Fall,Track Pants,Black,Casual,Fall,Casual Shoes,Brown,Casual,Summer
Shirts,Red,Casual,Fall,Trousers,Grey,Casual,Summer,Sports Shoes,Black,Sports,Summer
Tshirts,Navy Blue,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,White,Casual,Summer
Tshirts,White,Casual,Summer,Trousers,Brown,Casual,Fall,Casual Shoes,Black,Casual,Fall
Tshirts,Black,Casual,Summer,Shorts,Grey,Casual,Fall,Sports Shoes,White,Sports,Summer
Shirts,Olive,Casual,Summer,Shorts,Grey,Casual,Fall,Sports Shoes,Black,Sports,Summer
Tshirts,Purple,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer
Kurtas,Maroon,Ethnic,Summer,Track Pants,Black,Sports,Fall,Sports Shoes,Red,Sports,Summer
Tshirts,Grey,Casual,Fall,Trousers,Black,Formal,Summer,Casual Shoes,Black,Casual,Summer
Shirts,Grey,Casual,Fall,Trousers,Grey,Casual,Summer,Casual Shoes,Blue,Casual,Fall
Tshirts,Pink,Casual,Summer,Shorts,Black,Casual,Fall,Casual Shoes,Charcoal,Casual,Fall
Shirts,Red,Casual,Summer,Shorts,Black,Sports,Fall,Casual Shoes,Brown,Casual,Summer
Tshirts,Grey,Casual,Summer,Shorts,Green,Casual,Summer,Casual Shoes,Black,Casual,Fall
Shirts,Red,Casual,Fall,Shorts,Grey,Casual,Summer,Casual Shoes,Black,Casual,Fall
Tshirts,Green,Casual,Fall,Trousers,Grey,Formal,Fall,Sports Shoes,Black,Sports,Spring
Shirts,Red,Casual,Summer,Track Pants,Black,Casual,Summer,Casual Shoes,White,Casual,Summer
Tshirts,Brown,Casual,Summer,Track Pants,Black,Sports,Fall,Sports Shoes,Silver,Sports,Summer
Tshirts,Black,Casual,Summer,Trousers,Black,Formal,Fall,Sports Shoes,White,Sports,Fall
Tshirts,Black,Casual,Summer,Trousers,Black,Casual,Summer,Casual Shoes,Black,Casual,Summer
Tshirts,Green,Sports,Fall,Track Pants,Grey,Sports,Summer,Sports Shoes,Blue,Sports,Fall
Tshirts,White,Casual,Summer,Jeans,Blue,Casual,Fall,Casual Shoes,Blue,Casual,Fall
Tshirts,Orange,Casual,Fall,Shorts,Black,Sports,Winter,Casual Shoes,Grey,Casual,Winter
Sweatshirts,Black,Casual,Fall,Shorts,Black,Sports,Fall,Sports Shoes,Blue,Sports,Summer
Tshirts,White,Casual,Fall,Trousers,Blue,Formal,Fall,Casual Shoes,Navy Blue,Casual,Summer
Shirts,Red,Casual,Fall,Track Pants,Grey,Sports,Summer,Sports Shoes,White,Sports,Summer
Tshirts,Blue,Casual,Fall,Trousers,Navy Blue,Casual,Fall,Casual Shoes,White,Casual,Summer
Tshirts,White,Casual,Summer,Jeans,Blue,Casual,Fall,Formal Shoes,Brown,Formal,Winter
Tshirts,Grey,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,White,Casual,Summer
Shirts,Red,Casual,Summer,Jeans,Blue,Casual,Fall,Sports Shoes,Black,Sports,Summer
Tshirts,Navy Blue,Casual,Fall,Trousers,Navy Blue,Casual,Fall,Casual Shoes,White,Casual,Fall
Shirts,Brown,Casual,Fall,Shorts,Black,Sports,Fall,Casual Shoes,Black,Casual,Summer
Shirts,Purple,Casual,Summer,Shorts,Black,Sports,Winter,Sports Shoes,Black,Sports,Summer
Tshirts,Brown,Casual,Summer,Track Pants,Black,Casual,Summer,Casual Shoes,Black,Casual,Fall
Tshirts,Black,Casual,Summer,Track Pants,Black,Casual,Summer,Sports Shoes,Black,Casual,Summer
Tshirts,Black,Casual,Summer,Trousers,Beige,Casual,Fall,Sports Shoes,Black,Sports,Summer
Shirts,White,Formal,Summer,Trousers,Khaki,Casual,Fall,Casual Shoes,Black,Casual,Fall
Tshirts,Green,Sports,Fall,Track Pants,Grey,Sports,Summer,Casual Shoes,White,Casual,Summer
Shirts,White,Formal,Summer,Trousers,Beige,Casual,Fall,Casual Shoes,White,Casual,Summer
Tshirts,Red,Casual,Fall,Trousers,Grey,Casual,Summer,Sports Shoes,White,Sports,Fall
Tshirts,Green,Casual,Summer,Track Pants,Black,Sports,Fall,Sports Shoes,Black,Sports,Spring
Tshirts,Purple,Casual,Fall,Shorts,Black,Sports,Fall,Casual Shoes,Black,Casual,Summer
Tshirts,Blue,Casual,Fall,Track Pants,Black,Casual,Summer,Sports Shoes,Black,Sports,Summer
Tshirts,Blue,Casual,Fall,Jeans,Blue,Casual,Fall,Casual Shoes,White,Casual,Summer
Shirts,Green,Casual,Summer,Trousers,Grey,Casual,Summer,Sports Shoes,White,Sports,Fall
Tshirts,Black,Casual,Summer,Shorts,Grey,Casual,Fall,Formal Shoes,Black,Formal,Winter
Shirts,Blue,Formal,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,Blue,Sports,Fall
Tshirts,Burgundy,Casual,Summer,Shorts,Black,Casual,Summer,Formal Shoes,Black,Formal,Fall
Tshirts,Blue,Casual,Summer,Track Pants,Grey,Casual,Fall,Formal Shoes,Black,Formal,Fall
Tshirts,Black,Casual,Summer,Trousers,Brown,Casual,Summer,Casual Shoes,White,Casual,Summer
Tshirts,Blue,Casual,Summer,Trousers,Cream,Formal,Fall,Sports Shoes,Black,Sports,Spring
Shirts,Green,Casual,Summer,Track Pants,Grey,Sports,Summer,Casual Shoes,Black,Casual,Fall
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Fall
Shirts,Brown,Casual,Fall,Shorts,Brown,Sports,Summer,Casual Shoes,Beige,Casual,Winter
Tshirts,Green,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Beige,Casual,Winter
Tshirts,Red,Casual,Fall,Jeans,Black,Casual,Fall,Casual Shoes,Brown,Casual,Winter
Tshirts,Green,Casual,Fall,Track Pants,Black,Casual,Summer,Sports Shoes,Black,Sports,Spring
Shirts,Pink,Casual,Summer,Trousers,Blue,Formal,Fall,Sports Shoes,White,Sports,Summer
Tshirts,White,Casual,Summer,Trousers,Blue,Formal,Fall,Sports Shoes,White,Sports,Summer
Shirts,Red,Casual,Fall,Jeans,Blue,Casual,Summer,Formal Shoes,Black,Formal,Winter
Shirts,Green,Casual,Summer,Trousers,Brown,Casual,Summer,Casual Shoes,Black,Casual,Summer
Shirts,Red,Casual,Fall,Trousers,Grey,Formal,Fall,Casual Shoes,Black,Casual,Summer
Tshirts,Grey,Sports,Summer,Trousers,Navy Blue,Casual,Fall,Casual Shoes,Blue,Casual,Fall
Tshirts,Grey,Casual,Summer,Trousers,Khaki,Casual,Fall,Casual Shoes,Brown,Casual,Winter
Shirts,Navy Blue,Casual,Summer,Shorts,Grey,Casual,Summer,Casual Shoes,Grey,Casual,Winter
Tshirts,White,Casual,Summer,Shorts,Grey,Casual,Fall,Casual Shoes,Blue,Casual,Summer
Shirts,White,Casual,Fall,Shorts,Black,Sports,Summer,Sports Shoes,Black,Casual,Summer
Shirts,Green,Casual,Fall,Shorts,White,Casual,Fall,Casual Shoes,Black,Casual,Summer
Tshirts,White,Casual,Summer,Track Pants,Grey,Sports,Summer,Casual Shoes,Brown,Casual,Winter
Tshirts,Grey,Casual,Summer,Jeans,White,Casual,Summer,Casual Shoes,Brown,Casual,Winter
Tshirts,Green,Casual,Summer,Trousers,Black,Formal,Fall,Casual Shoes,Black,Casual,Summer
Tshirts,Blue,Casual,Fall,Shorts,Black,Sports,Summer,Casual Shoes,Navy Blue,Casual,Summer
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,White,Casual,Summer
Tshirts,White,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,Black,Sports,Summer
Tshirts,Blue,Sports,Fall,Shorts,Green,Casual,Summer,Casual Shoes,Brown,Casual,Winter
Tshirts,Blue,Casual,Fall,Trousers,Black,Formal,Fall,Casual Shoes,Charcoal,Casual,Fall
Shirts,Red,Casual,Fall,Jeans,,Casual,Fall,Casual Shoes,Grey,Casual,Summer
Tshirts,White,Casual,Summer,Track Pants,Black,Sports,Fall,Casual Shoes,Navy Blue,Casual,Summer
Tshirts,Charcoal,Casual,Summer,Trousers,Black,Casual,Fall,Casual Shoes,Brown,Casual,Winter
Tshirts,Grey,Casual,Summer,Shorts,Navy Blue,Sports,Fall,Casual Shoes,White,Casual,Fall
Tshirts,White,Casual,Summer,Track Pants,Black,Casual,Summer,Casual Shoes,Black,Casual,Fall
Tshirts,Purple,Casual,Fall,Shorts,Black,Sports,Summer,Sports Shoes,Blue,Sports,Fall
Tshirts,Pink,Casual,Summer,Track Pants,Charcoal,Sports,Summer,Casual Shoes,Black,Casual,Summer
Tshirts,Green,Casual,Fall,Jeans,Blue,Casual,Fall,Sports Shoes,Black,Sports,Summer
Shirts,Red,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter
Tshirts,Green,Casual,Fall,Track Pants,Black,Casual,Fall,Casual Shoes,Grey,Casual,Summer
Tshirts,Orange,Casual,Fall,Trousers,Cream,Formal,Fall,Casual Shoes,White,Casual,Fall
Tshirts,Green,Casual,Fall,Shorts,Navy Blue,Casual,Summer,Formal Shoes,Black,Formal,Winter
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Fall,Casual Shoes,Black,Casual,Summer
Shirts,Purple,Casual,Summer,Jeans,Blue,Casual,Fall,Casual Shoes,Black,Casual,Summer
Tshirts,Grey,Casual,Summer,Track Pants,Grey,Casual,Fall,Casual Shoes,White,Casual,Fall
Shirts,Green,Casual,Fall,Trousers,Brown,Casual,Fall,Casual Shoes,White,Casual,Fall
Tshirts,Grey,Sports,Summer,Shorts,Grey,Casual,Summer,Casual Shoes,Green,Casual,Summer
Tshirts,Black,Casual,Summer,Shorts,White,Casual,Summer,Casual Shoes,Mushroom Brown,Casual,Winter
Tshirts,White,Casual,Summer,Shorts,Black,Sports,Fall,Sports Shoes,Black,Sports,Summer
Tshirts,Navy Blue,Casual,Fall,Trousers,Black,Formal,Fall,Sports Shoes,White,Sports,Summer
Tshirts,Black,Casual,Summer,Shorts,Navy Blue,Sports,Fall,Sports Shoes,White,Sports,Fall
Tshirts,Blue,Casual,Fall,Jeans,Blue,Casual,Fall,Casual Shoes,Navy Blue,Casual,Summer
Shirts,Pink,Casual,Summer,Jeans,Blue,Casual,Winter,Casual Shoes,Brown,Casual,Summer
Tshirts,Purple,Casual,Fall,Jeans,Blue,Casual,Fall,Casual Shoes,White,Casual,Fall
Tshirts,Black,Casual,Summer,Shorts,Black,Sports,Fall,Casual Shoes,White,Casual,Summer
Tshirts,Maroon,Sports,Summer,Shorts,White,Casual,Fall,Casual Shoes,White,Casual,Summer
Tshirts,White,Casual,Summer,Shorts,Green,Casual,Summer,Casual Shoes,White,Casual,Fall
Tshirts,White,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer
Tshirts,Grey,Casual,Fall,Jeans,,Casual,Fall,Sports Shoes,White,Sports,Fall
Shirts,Navy Blue,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Grey,Casual,Summer
Tshirts,Black,Sports,Fall,Jeans,Blue,Casual,Fall,Casual Shoes,Black,Casual,Summer
Jackets,Red,Sports,Fall,Shorts,Red,Sports,Summer,Casual Shoes,Black,Casual,Summer
Shirts,Grey,Casual,Fall,Track Pants,Grey,Sports,Summer,Casual Shoes,Grey,Casual,Summer
Shirts,Purple,Casual,Fall,Shorts,Grey,Sports,Summer,Sports Shoes,White,Sports,Fall
Shirts,Olive,Casual,Summer,Jeans,Black,Casual,Summer,Casual Shoes,Black,Casual,Fall
Shirts,White,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Fall
Tshirts,Purple,Casual,Fall,Jeans,,Casual,Fall,Casual Shoes,Black,Casual,Fall
Tshirts,White,Casual,Fall,Track Pants,Black,Sports,Fall,Sports Shoes,Black,Casual,Summer
Jackets,Red,Sports,Fall,Jeans,Blue,Casual,Fall,Sports Shoes,White,Casual,Summer
Shirts,Purple,Casual,Summer,Jeans,Blue,Casual,Fall,Casual Shoes,Blue,Casual,Fall
Tshirts,Navy Blue,Casual,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Fall
Tshirts,Pink,Casual,Summer,Shorts,Black,Casual,Fall,Sports Shoes,White,Sports,Summer
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Fall,Casual Shoes,Grey,Casual,Winter
Tshirts,Black,Casual,Summer,Track Pants,Grey,Casual,Summer,Sports Shoes,White,Sports,Summer
Tshirts,Purple,Casual,Summer,Track Pants,Black,Sports,Fall,Casual Shoes,White,Casual,Summer
Tshirts,Red,Casual,Fall,Shorts,Navy Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter
Tshirts,Grey,Casual,Summer,Trousers,Blue,Formal,Fall,Sports Shoes,Grey,Sports,Summer
Tshirts,Green,Casual,Summer,Trousers,Green,Casual,Fall,Casual Shoes,White,Casual,Fall
Tshirts,Blue,Casual,Fall,Shorts,White,Casual,Summer,Casual Shoes,Green,Casual,Summer
Tshirts,Black,Casual,Summer,Shorts,Black,Sports,Fall,Formal Shoes,Black,Formal,Winter
Tshirts,Green,Casual,Fall,Jeans,Blue,Casual,Fall,Casual Shoes,Black,Casual,Fall
Tshirts,White,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,Black,Sports,Summer
Shirts,Green,Casual,Summer,Track Pants,Black,Casual,Spring,Casual Shoes,Red,Sports,Summer
Tshirts,Black,Casual,Summer,Trousers,Black,Formal,Fall,Sports Shoes,White,Sports,Summer
Tshirts,Grey,Sports,Summer,Track Pants,Navy Blue,Sports,Summer,Casual Shoes,White,Casual,Fall
Tshirts,Navy Blue,Casual,Fall,Track Pants,Black,Casual,Spring,Formal Shoes,Black,Formal,Fall
Tshirts,Purple,Casual,Fall,Shorts,Black,Sports,Fall,Casual Shoes,Green,Casual,Summer
Tshirts,Brown,Casual,Fall,Jeans,Navy Blue,Casual,Summer,Sports Shoes,Blue,Sports,Summer
Tshirts,Orange,Casual,Fall,Shorts,Grey Melange,Sports,Summer,Casual Shoes,Brown,Casual,Winter
Tshirts,Red,Casual,Fall,Shorts,Black,Sports,Winter,Sports Shoes,White,Sports,Summer
Tshirts,Black,Casual,Summer,Track Pants,Grey,Casual,Fall,Casual Shoes,Black,Casual,Fall
Shirts,Blue,Casual,Fall,Shorts,Brown,Sports,Summer,Casual Shoes,White,Casual,Summer
Tshirts,Pink,Casual,Summer,Trousers,Grey,Casual,Summer,Sports Shoes,Black,Sports,Spring
Tshirts,Grey,Casual,Summer,Jeans,White,Casual,Summer,Casual Shoes,Blue,Casual,Fall
Tshirts,Green,Casual,Fall,Shorts,Red,Casual,Fall,Casual Shoes,Black,Casual,Fall
Tshirts,Blue,Casual,Fall,Shorts,Grey,Sports,Fall,Casual Shoes,Green,Casual,Summer
Tshirts,Grey,Casual,Summer,Trousers,Black,Formal,Fall,Casual Shoes,Navy Blue,Casual,Summer
Tshirts,Grey,Casual,Fall,Shorts,Black,Casual,Fall,Sports Shoes,Black,Sports,Summer
Tshirts,Burgundy,Casual,Summer,Trousers,Black,Casual,Fall,Casual Shoes,Black,Casual,Fall
Tshirts,Navy Blue,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Summer
Shirts,Green,Casual,Fall,Shorts,Green,Casual,Summer,Sports Shoes,Black,Sports,Summer
Tshirts,Blue,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter
Shirts,Brown,Casual,Summer,Shorts,Navy Blue,Sports,Summer,Sports Shoes,Red,Sports,Summer
Tshirts,Grey,Casual,Summer,Shorts,Navy Blue,Casual,Summer,Casual Shoes,Charcoal,Casual,Fall
Tshirts,Blue,Casual,Summer,Shorts,Green,Casual,Summer,Casual Shoes,Black,Casual,Fall
Shirts,Grey,Casual,Fall,Shorts,Grey,Casual,Summer,Casual Shoes,Brown,Casual,Winter
Shirts,Purple,Casual,Summer,Trousers,Black,Formal,Fall,Sports Shoes,Black,Sports,Summer
Shirts,White,Casual,Fall,Jeans,Blue,Casual,Fall,Casual Shoes,Black,Casual,Fall
Tshirts,Purple,Casual,Summer,Trousers,Blue,Formal,Fall,Casual Shoes,Black,Casual,Fall
Shirts,White,Casual,Summer,Trousers,Grey,Casual,Summer,Casual Shoes,White,Casual,Summer
Tshirts,Grey,Casual,Summer,Shorts,Navy Blue,Sports,Summer,Casual Shoes,Brown,Casual,Summer
Tshirts,Navy Blue,Casual,Summer,Jeans,Blue,Casual,Winter,Casual Shoes,Navy Blue,Casual,Summer
Tshirts,Yellow,Casual,Summer,Shorts,Beige,Casual,Fall,Sports Shoes,White,Sports,Fall
Jackets,Red,Casual,Fall,Shorts,Navy Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer
Shirts,Grey,Casual,Fall,Track Pants,Black,Sports,Fall,Casual Shoes,Brown,Casual,Summer
Shirts,Brown,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,Black,Sports,Summer
Shirts,White,Formal,Summer,Jeans,Blue,Casual,Summer,Formal Shoes,Black,Formal,Summer
Tshirts,Grey,Casual,Fall,Track Pants,Black,Sports,Fall,Casual Shoes,Black,Casual,Summer
Shirts,Red,Casual,Summer,Trousers,Black,Formal,Summer,Casual Shoes,Brown,Casual,Summer
Tshirts,Blue,Casual,Fall,Shorts,Black,Sports,Fall,Sports Shoes,Blue,Sports,Fall
Shirts,Orange,Formal,Summer,Shorts,Blue,Casual,Summer,Formal Shoes,Black,Formal,Winter
Tshirts,Brown,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer
Tshirts,Pink,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Beige,Casual,Winter
Tshirts,Blue,Casual,Fall,Track Pants,Black,Casual,Summer,Casual Shoes,Mushroom Brown,Casual,Winter
Jackets,Blue,Sports,Fall,Shorts,Black,Casual,Summer,Formal Shoes,Black,Formal,Fall
Tshirts,Grey,Casual,Summer,Trousers,Black,Casual,Fall,Casual Shoes,Brown,Casual,Summer
Tshirts,Grey,Casual,Fall,Shorts,Green,Casual,Summer,Casual Shoes,Black,Casual,Fall
Tshirts,Green,Casual,Fall,Trousers,Brown,Casual,Fall,Casual Shoes,White,Casual,Fall
Shirts,Red,Casual,Fall,Track Pants,Black,Casual,Summer,Casual Shoes,White,Casual,Spring
Tshirts,Black,Casual,Summer,Track Pants,Charcoal,Sports,Summer,Sports Shoes,White,Sports,Summer
Shirts,Grey,Casual,Fall,Trousers,Grey,Casual,Fall,Sports Shoes,Blue,Sports,Summer
Tshirts,Green,Sports,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,Black,Sports,Summer
Tshirts,Yellow,Casual,Summer,Shorts,Grey,Casual,Fall,Formal Shoes,Black,Formal,Summer
Tshirts,Black,Casual,Summer,Shorts,Grey,Casual,Fall,Casual Shoes,Grey,Casual,Fall
Tshirts,Charcoal,Casual,Summer,Shorts,Black,Sports,Winter,Casual Shoes,Blue,Casual,Fall
Tshirts,White,Casual,Summer,Jeans,Blue,Casual,Fall,Sports Shoes,White,Casual,Summer
Shirts,Brown,Casual,Summer,Shorts,Grey Melange,Sports,Summer,Sports Shoes,Black,Sports,Summer
Tshirts,Charcoal,Casual,Summer,Track Pants,Black,Casual,Spring,Sports Shoes,Black,Sports,Summer
Tshirts,Charcoal,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Fall
Tshirts,Grey,Casual,Summer,Trousers,Black,Formal,Summer,Casual Shoes,Black,Casual,Fall
Tshirts,Purple,Casual,Summer,Track Pants,Black,Casual,Fall,Sports Shoes,White,Sports,Summer
Tshirts,Green,Casual,Summer,Shorts,Navy Blue,Sports,Summer,Sports Shoes,White,Sports,Summer
Tshirts,Black,Casual,Summer,Track Pants,Black,Casual,Fall,Sports Shoes,White,Sports,Fall
Shirts,Orange,Formal,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,Black,Sports,Spring
Tshirts,Blue,Casual,Fall,Shorts,Grey Melange,Sports,Summer,Casual Shoes,Brown,Casual,Winter
Tshirts,Grey,Casual,Fall,Track Pants,Black,Casual,Spring,Casual Shoes,Red,Casual,Winter
Jackets,Red,Casual,Fall,Shorts,Black,Casual,Fall,Sports Shoes,Black,Casual,Summer
Shirts,White,Casual,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,Black,Sports,Summer
Sweatshirts,Purple,Casual,Fall,Trousers,Brown,Casual,Fall,Sports Shoes,White,Sports,Fall
Tshirts,Grey,Casual,Summer,Trousers,Khaki,Casual,Fall,Casual Shoes,Navy Blue,Casual,Summer
Shirts,Black,Casual,Summer,Trousers,Black,Casual,Fall,Casual Shoes,Black,Casual,Winter
Shirts,Red,Casual,Summer,Shorts,Red,Casual,Fall,Casual Shoes,White,Casual,Summer
Shirts,White,Casual,Fall,Shorts,Black,Sports,Summer,Casual Shoes,Brown,Casual,Summer
Jackets,Red,Casual,Fall,Shorts,Black,Sports,Winter,Casual Shoes,Black,Casual,Summer
Tshirts,Navy Blue,Casual,Summer,Shorts,Grey,Sports,Fall,Formal Shoes,Black,Formal,Fall
Shirts,Yellow,Casual,Fall,Shorts,Navy Blue,Sports,Fall,Sports Shoes,Red,Sports,Summer
Tshirts,Yellow,Casual,Summer,Trousers,Black,Casual,Summer,Casual Shoes,Navy Blue,Casual,Fall
Tshirts,Navy Blue,Casual,Fall,Shorts,Navy Blue,Sports,Summer,Casual Shoes,Black,Casual,Fall
Shirts,Purple,Casual,Fall,Shorts,Grey,Casual,Summer,Sports Shoes,White,Casual,Summer
Jackets,Red,Sports,Fall,Shorts,Navy Blue,Casual,Summer,Casual Shoes,White,Casual,Summer
Tshirts,Yellow,Casual,Summer,Trousers,Grey,Formal,Fall,Casual Shoes,Black,Casual,Summer
Shirts,Red,Casual,Summer,Jeans,Blue,Casual,Fall,Sports Shoes,Red,Sports,Summer
Tshirts,Orange,Casual,Fall,Track Pants,Grey,Sports,Summer,Sports Shoes,White,Sports,Summer
Shirts,Red,Casual,Summer,Shorts,Grey,Casual,Summer,Casual Shoes,Brown,Casual,Winter
Tshirts,Purple,Casual,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,Black,Sports,Summer
Shirts,Red,Casual,Summer,Shorts,Grey Melange,Sports,Summer,Formal Shoes,Black,Formal,Summer
Tshirts,Green,Casual,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Summer
Tshirts,Burgundy,Casual,Summer,Trousers,Charcoal,Formal,Fall,Casual Shoes,Black,Casual,Summer
Tshirts,Purple,Casual,Fall,Trousers,Black,Casual,Fall,Casual Shoes,White,Casual,Spring
Tshirts,Purple,Casual,Fall,Track Pants,Black,Casual,Summer,Casual Shoes,Black,Casual,Fall
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Winter,Casual Shoes,Black,Casual,Fall
Tshirts,Brown,Casual,Summer,Trousers,Black,Formal,Fall,Casual Shoes,Red,Casual,Winter
Tshirts,White,Casual,Summer,Shorts,Navy Blue,Sports,Summer,Casual Shoes,Brown,Casual,Summer
Shirts,Red,Casual,Summer,Jeans,Navy Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter
Tshirts,Brown,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Summer
Shirts,Yellow,Casual,Fall,Shorts,Black,Sports,Summer,Sports Shoes,Black,Sports,Spring
Tshirts,Black,Sports,Fall,Track Pants,Black,Casual,Fall,Formal Shoes,Black,Formal,Summer
Shirts,Red,Casual,Fall,Jeans,Blue,Casual,Fall,Casual Shoes,Red,Casual,Winter
Tshirts,Green,Casual,Summer,Jeans,White,Casual,Summer,Casual Shoes,Black,Casual,Fall
Kurtas,Maroon,Ethnic,Summer,Trousers,Navy Blue,Casual,Fall,Sports Shoes,White,Casual,Summer
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Grey,Casual,Winter
Shirts,Navy Blue,Casual,Summer,Shorts,Red,Sports,Summer,Sports Shoes,Black,Sports,Summer
Tshirts,Black,Casual,Summer,Shorts,Grey Melange,Sports,Summer,Casual Shoes,Navy Blue,Casual,Summer
Shirts,Grey,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,White,Casual,Summer
Tshirts,Grey,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Fall
Tshirts,Navy Blue,Casual,Summer,Shorts,Green,Casual,Summer,Formal Shoes,Black,Formal,Fall
Jackets,Blue,Sports,Fall,Jeans,Blue,Casual,Fall,Casual Shoes,Red,Casual,Winter
Shirts,Green,Casual,Summer,Track Pants,Grey,Casual,Fall,Sports Shoes,White,Sports,Summer
Tshirts,White,Casual,Summer,Jeans,Black,Casual,Summer,Casual Shoes,Brown,Casual,Summer
Tshirts,Black,Casual,Summer,Track Pants,Grey,Sports,Summer,Sports Shoes,White,Sports,Fall
Tshirts,Grey,Casual,Summer,Trousers,Black,Formal,Fall,Sports Shoes,Black,Sports,Summer
Tshirts,Pink,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,Black,Sports,Summer
Tshirts,Purple,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter
Tshirts,White,Casual,Summer,Trousers,Black,Casual,Summer,Sports Shoes,White,Sports,Summer
Tshirts,Blue,Casual,Summer,Shorts,Grey,Sports,Summer,Formal Shoes,Black,Formal,Fall
Shirts,Green,Casual,Fall,Track Pants,Grey,Sports,Summer,Sports Shoes,White,Sports,Fall
Tshirts,White,Casual,Summer,Trousers,Grey,Casual,Summer,Casual Shoes,Black,Casual,Fall
Shirts,Red,Casual,Summer,Trousers,Navy Blue,Casual,Fall,Casual Shoes,Red,Casual,Winter
Tshirts,White,Casual,Fall,Shorts,Grey,Casual,Summer,Casual Shoes,Black,Casual,Summer
Tshirts,White,Casual,Summer,Shorts,Red,Casual,Fall,Formal Shoes,Black,Formal,Summer
Tshirts,Pink,Casual,Summer,Trousers,Grey,Casual,Summer,Sports Shoes,Silver,Sports,Summer
Tshirts,Green,Sports,Fall,Shorts,Black,Sports,Fall,Casual Shoes,Navy Blue,Casual,Fall
Tshirts,Grey,Casual,Fall,Jeans,Blue,Casual,Summer,Formal Shoes,Black,Formal,Fall
Shirts,Red,Casual,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Summer
